Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,248.89,875.02,48,7.4835562776173425,55.29,43751.0
Composite Laminated Lotion Tube,Cosmetics,Composite,227.6,115.34,55,5.834206043837337,50.66,5767.0
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,319.14,648.97,26,4.696616362895478,73.91,32448.5
Recycled Plastic Acoustic Dampening Board,Home Appliances,Recycled Plastic,553.28,781.13,91,7.391707672667389,98.9,39056.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,158.37,848.6,69,1.7439375427839519,44.44,42430.0
Composite Modular Decking Board,Construction,Composite,331.63,736.62,62,6.357575878263522,35.96,36831.0
Recycled Fiber Structural Wall Panel,Construction,Recycled Fiber,735.63,93.81,65,5.02896157470488,81.43,4690.5
Agro-Waste Fiber Load-Bearing Partition Board,Construction,Agro-Waste Fiber,845.68,596.82,19,4.896091711496942,30.94,29841.0
Bioplastic Engineered Application Unit,Textiles,Bioplastic,681.92,560.42,55,6.060283892700485,11.39,28021.0
Biopolymer Engineered Application Unit,Automotive,Biopolymer,284.58,95.33,6,3.2999922432617814,61.52,4766.5
Bio-Composite Specimen Collection Container,Healthcare,Bio-Composite,643.72,57.48,26,6.04733029634376,44.94,2874.0
Composite Engineered Application Unit,Textiles,Composite,135.57,838.4,43,5.5555232526610885,2.09,41920.0
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,107.05,949.97,90,6.758976466830842,72.72,47498.5
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,696.5,920.9,74,9.48510867487539,8.6,46045.0
Bioplastic Motor Support Frame,Home Appliances,Bioplastic,878.85,744.39,20,6.858399794928618,1.9,37219.5
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,268.36,476.51,13,2.51979890025979,46.32,23825.5
Plant-Based Printed Ointment Tube,Cosmetics,Plant-Based,658.14,834.58,65,4.5491120668653044,47.88,41729.0
Recycled Metal Modular Decking Board,Construction,Recycled Metal,732.08,387.94,70,9.51056565467935,68.05,19397.0
Plant-Based Barrier Cream Tube,Cosmetics,Plant-Based,666.88,404.92,69,4.597501658188021,44.4,20246.0
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,382.06,544.86,51,3.1523992597843007,30.92,27243.0
Recycled Plastic Motor Support Frame,Home Appliances,Recycled Plastic,305.57,515.19,4,5.99576612360493,26.32,25759.5
Biopolymer Engineered Application Unit,Electronics,Biopolymer,398.26,643.84,82,4.491480099586856,2.58,32192.0
Composite Fresh Produce Crate,Food Packaging,Composite,405.55,552.37,75,6.816622102040281,45.33,27618.5
Recycled Fiber Medical Dose Dispenser,Healthcare,Recycled Fiber,706.66,97.67,82,4.962562848086599,24.58,4883.5
Recycled Metal Compostable Meal Tray,Food Packaging,Recycled Metal,347.55,31.73,7,7.4912637521672,16.65,1586.5
Biopolymer Laminated Lotion Tube,Cosmetics,Biopolymer,291.93,108.04,33,3.6501423941072337,97.59,5402.0
Bioplastic Engineered Application Unit,Automotive,Bioplastic,632.63,177.56,64,6.000987786730335,46.67,8878.0
Bioplastic Engineered Application Unit,Electronics,Bioplastic,715.75,834.19,100,6.4127345562809275,48.72,41709.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,712.08,816.27,27,6.305189750629202,85.25,40813.5
Bioplastic Engineered Application Unit,Automotive,Bioplastic,378.65,990.61,31,4.353725906440807,15.67,49530.5
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,259.41,331.28,39,4.2240018045020316,99.29,16564.0
Plant-Based Engineered Application Unit,Furniture,Plant-Based,684.8,376.69,9,4.089766045501187,49.84,18834.5
Recycled Fiber Motor Support Frame,Home Appliances,Recycled Fiber,868.34,506.1,5,6.248874707036359,50.09,25305.0
Bioplastic Engineered Application Unit,Furniture,Bioplastic,899.01,521.17,29,7.088845615629694,72.59,26058.5
Bioplastic Engineered Application Unit,Toys,Bioplastic,39.98,803.56,66,2.601508619026103,53.75,40178.0
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,551.59,153.76,42,9.023561377797394,67.96,7688.0
Agro-Waste Fiber Barrier Cream Tube,Cosmetics,Agro-Waste Fiber,400.47,920.45,9,2.6077970966480004,37.32,46022.5
Natural Fiber Laminated Lotion Tube,Cosmetics,Natural Fiber,805.15,210.0,23,5.307074406844535,74.49,10500.0
Composite Thermal Insulation Slab,Construction,Composite,248.9,859.55,15,6.209974173141833,99.3,42977.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,514.13,143.26,76,4.198385427976061,18.14,7163.0
Recycled Metal Reinforced Roofing Sheet,Construction,Recycled Metal,210.23,657.06,43,7.0384352921627755,33.13,32853.0
Bio-Composite Eco Cutlery Set,Food Packaging,Bio-Composite,498.77,261.28,31,5.203664421777756,0.83,13064.0
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,275.55,611.35,59,2.192865274534008,89.75,30567.5
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,72.42,352.16,59,5.0718728283750725,11.28,17608.0
Biopolymer Motor Support Frame,Home Appliances,Biopolymer,674.97,253.25,88,5.369006718829203,89.51,12662.5
Agro-Waste Fiber Toothpaste Laminate Tube,Cosmetics,Agro-Waste Fiber,501.57,936.25,37,3.462873024317817,91.99,46812.5
Composite Specimen Collection Container,Healthcare,Composite,210.05,470.2,12,5.841144102865189,19.05,23510.0
Plant-Based Medical Dose Dispenser,Healthcare,Plant-Based,735.06,605.23,30,4.67004784134603,1.0,30261.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,354.41,850.53,98,6.1471479089822845,38.73,42526.5
Biopolymer Laminated Lotion Tube,Cosmetics,Biopolymer,314.2,208.38,84,3.7203961680209416,71.55,10419.0
Biopolymer High-Gloss Skincare Tube,Cosmetics,Biopolymer,740.33,761.13,24,5.7079483124524,41.06,38056.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,592.52,375.54,29,3.9006147352673226,2.19,18777.0
Plant-Based Specimen Collection Container,Healthcare,Plant-Based,853.06,21.29,87,5.482842085231573,49.51,1064.5
Recycled Fiber Dual-Layer Cosmetic Tube,Cosmetics,Recycled Fiber,862.79,76.6,70,5.952273715024278,49.78,3830.0
Bio-Composite Barrier Cream Tube,Cosmetics,Bio-Composite,330.17,664.13,23,4.705473686858729,50.53,33206.5
Bioplastic Engineered Application Unit,Furniture,Bioplastic,558.18,242.63,100,5.091257548297719,80.54,12131.5
Recycled Fiber High-Gloss Skincare Tube,Cosmetics,Recycled Fiber,448.33,529.02,85,3.7410927778666196,77.81,26451.0
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,202.99,788.38,67,2.1083319195968335,47.48,39419.0
Plant-Based Rear Casing Structure,Home Appliances,Plant-Based,671.55,18.45,41,4.288937208659154,98.73,922.5
Recycled Plastic Medical Dose Dispenser,Healthcare,Recycled Plastic,3.26,512.42,89,4.44139316984995,26.86,25621.0
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,445.56,698.46,65,3.2318148850435513,30.89,34923.0
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,689.27,945.07,73,6.054882282173201,27.69,47253.5
Biopolymer High-Gloss Skincare Tube,Cosmetics,Biopolymer,424.63,677.77,16,3.9895213903344464,0.95,33888.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,353.16,907.16,80,3.304475890384832,70.69,45358.0
Biopolymer Engineered Application Unit,Electronics,Biopolymer,290.65,845.1,60,3.1836145909145017,96.82,42255.0
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,719.35,953.33,97,6.599886447294325,2.32,47666.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,875.13,301.77,28,10.755703684862194,8.47,15088.5
Biopolymer Laminated Lotion Tube,Cosmetics,Biopolymer,368.3,821.55,73,4.046111311050447,48.77,41077.5
Recycled Fiber IV Fluid Connector,Healthcare,Recycled Fiber,432.37,327.1,62,3.990558301824106,0.02,16355.0
Recycled Metal Acoustic Dampening Board,Home Appliances,Recycled Metal,810.94,128.71,2,10.132925575386546,42.27,6435.5
Composite Reinforced Roofing Sheet,Construction,Composite,236.43,997.82,82,6.41565196459729,23.15,49891.0
Composite Engineered Application Unit,Toys,Composite,437.59,977.54,72,7.043157053906443,3.67,48877.0
Recycled Metal Compostable Meal Tray,Food Packaging,Recycled Metal,159.52,821.93,3,6.668731946595603,60.92,41096.5
Composite Engineered Application Unit,Electronics,Composite,548.82,727.89,71,7.196271958772506,45.73,36394.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,597.96,299.51,38,4.02702909480846,24.22,14975.5
Recycled Fiber Toothpaste Laminate Tube,Cosmetics,Recycled Fiber,292.54,814.76,51,3.270764795963977,74.32,40738.0
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,13.13,900.94,77,5.955014550930546,3.89,45047.0
Recycled Plastic Modular Decking Board,Construction,Recycled Plastic,131.95,325.92,77,5.108959658720553,42.63,16296.0
Composite Barrier Cream Tube,Cosmetics,Composite,233.37,36.65,52,6.016077577261808,77.86,1832.5
Biopolymer Surgical Instrument Tray,Healthcare,Biopolymer,450.43,216.62,34,4.328680710295498,37.71,10831.0
Bio-Composite High-Gloss Skincare Tube,Cosmetics,Bio-Composite,637.25,838.04,84,6.4112365090606485,59.31,41902.0
Recycled Fiber Toothpaste Laminate Tube,Cosmetics,Recycled Fiber,485.14,998.39,51,3.5771456052237918,7.27,49919.5
Bioplastic Reinforced Roofing Sheet,Construction,Bioplastic,451.93,129.23,38,4.8415377061284515,37.31,6461.5
Bioplastic Engineered Application Unit,Toys,Bioplastic,381.8,549.8,25,4.353665645656171,40.47,27490.0
Agro-Waste Fiber Structural Wall Panel,Construction,Agro-Waste Fiber,44.9,966.42,12,1.0471788783933378,24.58,48321.0
Biopolymer Food Storage Container,Food Packaging,Biopolymer,559.18,541.46,69,4.887698800334857,97.61,27073.0
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,784.46,406.65,80,4.684659512245436,88.88,20332.5
Recycled Plastic Disposable Serving Bowl,Food Packaging,Recycled Plastic,662.2,903.88,98,7.790282629318844,42.54,45194.0
Recycled Metal Specimen Collection Container,Healthcare,Recycled Metal,543.22,575.08,41,8.673324966489073,31.78,28754.0
Agro-Waste Fiber Eco Cutlery Set,Food Packaging,Agro-Waste Fiber,235.95,346.42,80,2.1738132403576564,24.4,17321.0
Recycled Metal Sterile Injection Syringe,Healthcare,Recycled Metal,44.4,587.8,89,6.3057519920255,34.6,29390.0
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,52.8,930.84,51,1.5081167075474722,56.33,46542.0
Agro-Waste Fiber Thermal Insulation Slab,Construction,Agro-Waste Fiber,831.1,914.42,15,4.701309655781543,29.91,45721.0
Plant-Based Acoustic Dampening Board,Home Appliances,Plant-Based,536.37,997.99,68,3.6061340513573694,88.35,49899.5
Recycled Fiber Rear Casing Structure,Home Appliances,Recycled Fiber,529.55,49.92,82,4.327483832067835,19.19,2496.0
Composite Engineered Application Unit,Furniture,Composite,867.58,959.6,44,9.345439314624786,73.37,47980.0
Natural Fiber Appliance Housing Panel,Home Appliances,Natural Fiber,771.29,612.65,21,5.188356293917828,35.55,30632.5
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,377.56,832.82,90,3.4411023600655266,57.75,41641.0
Biopolymer Engineered Application Unit,Toys,Biopolymer,434.81,536.73,12,4.3817712138417635,94.7,26836.5
Recycled Plastic Diagnostic Cartridge,Healthcare,Recycled Plastic,432.31,85.7,32,6.680181667539949,78.14,4285.0
Biopolymer Specimen Collection Container,Healthcare,Biopolymer,14.2,662.19,15,1.9688021659608548,40.83,33109.5
Agro-Waste Fiber Medical Dose Dispenser,Healthcare,Agro-Waste Fiber,757.01,149.27,51,4.07434008078882,98.08,7463.5
Composite Appliance Housing Panel,Home Appliances,Composite,194.17,848.7,23,5.93717301550543,15.73,42435.0
Recycled Plastic Thermal Insulation Insert,Home Appliances,Recycled Plastic,565.41,594.24,75,7.26184750083663,30.89,29712.0
Biopolymer Engineered Application Unit,Toys,Biopolymer,252.53,344.86,26,3.340723238879075,37.17,17243.0
Plant-Based Exterior Cladding Panel,Construction,Plant-Based,801.69,614.05,29,4.977668954605063,75.71,30702.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,351.8,825.49,78,7.6949229881126415,9.12,41274.5
Composite Internal Support Chassis,Home Appliances,Composite,297.16,391.95,39,6.129920213898556,97.95,19597.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,58.25,204.07,35,6.103256434169986,85.85,10203.5
Agro-Waste Fiber Thermal Insulation Insert,Home Appliances,Agro-Waste Fiber,126.34,963.34,46,1.5270302081601117,43.17,48167.0
Bio-Composite Motor Support Frame,Home Appliances,Bio-Composite,515.79,186.09,73,5.922131526226539,44.81,9304.5
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,281.12,963.14,61,7.386094923250875,65.31,48157.0
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,584.0,950.15,72,4.185562214714825,36.73,47507.5
Bioplastic Internal Support Chassis,Home Appliances,Bioplastic,133.07,741.89,67,3.355845631390561,56.22,37094.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,362.77,262.85,74,6.15167121275995,37.96,13142.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,665.86,35.25,82,5.402662808657088,56.79,1762.5
Bioplastic Engineered Application Unit,Automotive,Bioplastic,81.48,854.05,33,2.759301978733568,33.79,42702.5
Bioplastic Disposable Serving Bowl,Food Packaging,Bioplastic,90.38,956.92,30,3.1248648876982026,12.05,47846.0
Bioplastic Engineered Application Unit,Furniture,Bioplastic,272.07,781.13,67,3.8906306095903465,64.57,39056.5
Composite Engineered Application Unit,Textiles,Composite,256.33,334.95,26,6.341340362796288,39.87,16747.5
Natural Fiber Structural Wall Panel,Construction,Natural Fiber,207.59,330.0,86,2.081430280516282,67.82,16500.0
Bioplastic Engineered Application Unit,Textiles,Bioplastic,284.04,570.66,78,4.061606471922158,28.06,28533.0
Recycled Plastic Motor Support Frame,Home Appliances,Recycled Plastic,544.9,713.12,49,7.641442584246203,56.23,35656.0
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,801.43,385.52,59,5.305567660914359,94.33,19276.0
Recycled Metal Fresh Produce Crate,Food Packaging,Recycled Metal,146.51,645.65,76,6.664598198470495,35.85,32282.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,502.08,415.34,32,8.556721494833619,91.87,20767.0
Recycled Plastic Sterile Injection Syringe,Healthcare,Recycled Plastic,524.7,920.02,14,7.280781242399163,2.18,46001.0
Biopolymer Engineered Application Unit,Furniture,Biopolymer,300.44,62.17,4,3.3902907429421063,50.11,3108.5
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,581.92,601.66,92,3.8429939419714514,73.26,30083.0
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,531.74,693.3,30,4.430537898832805,28.13,34665.0
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,86.6,257.16,100,1.3851012239168286,59.26,12858.0
Bio-Composite Eco Cutlery Set,Food Packaging,Bio-Composite,356.27,498.72,81,4.432760493902666,16.68,24936.0
Composite Engineered Application Unit,Automotive,Composite,156.56,196.63,5,5.661286241644088,99.74,9831.5
Plant-Based Thermal Insulation Insert,Home Appliances,Plant-Based,470.9,546.55,91,3.668136485905465,92.42,27327.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,37.59,155.48,84,4.977509283691573,43.64,7774.0
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,315.96,90.75,25,4.767528004535788,69.36,4537.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,366.52,783.06,93,3.2973775132080276,30.86,39153.0
Bioplastic Engineered Application Unit,Furniture,Bioplastic,65.08,430.63,21,2.841997483762502,91.1,21531.5
Composite Engineered Application Unit,Textiles,Composite,735.61,984.27,92,8.651864838974776,87.12,49213.5
Agro-Waste Fiber Load-Bearing Partition Board,Construction,Agro-Waste Fiber,673.52,704.88,10,4.393247956653767,89.53,35244.0
Agro-Waste Fiber IV Fluid Connector,Healthcare,Agro-Waste Fiber,659.12,153.02,60,3.920431518700978,45.84,7651.0
Bioplastic Engineered Application Unit,Automotive,Bioplastic,810.05,653.01,5,6.389090069023159,51.32,32650.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,676.03,450.0,75,4.382204917367203,34.9,22500.0
Biopolymer Internal Support Chassis,Home Appliances,Biopolymer,509.19,81.48,94,4.537077708897687,78.74,4074.0
Bio-Composite Sterile Injection Syringe,Healthcare,Bio-Composite,402.95,326.62,6,5.290443471090761,7.51,16331.0
Bioplastic Engineered Application Unit,Furniture,Bioplastic,665.52,180.95,9,5.693297558603891,70.25,9047.5
Natural Fiber High-Gloss Skincare Tube,Cosmetics,Natural Fiber,694.9,395.61,11,4.663544327932235,67.68,19780.5
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,595.74,121.7,96,3.994217403031209,64.81,6085.0
Bioplastic Engineered Application Unit,Furniture,Bioplastic,53.95,818.78,88,2.7712225362847134,9.9,40939.0
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,790.45,538.93,46,4.856540612600241,88.57,26946.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,68.48,851.94,83,4.744873315809007,32.27,42597.0
Composite Thermal Insulation Insert,Home Appliances,Composite,445.03,132.53,86,6.937899227014376,81.74,6626.5
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,626.12,11.01,7,4.069384646638252,6.77,550.5
Plant-Based Disposable Serving Bowl,Food Packaging,Plant-Based,115.51,116.6,12,1.7208678679519303,35.52,5830.0
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,879.01,227.93,1,7.048997453903131,37.02,11396.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,608.34,379.83,54,9.308477149100115,54.9,18991.5
Plant-Based Engineered Application Unit,Electronics,Plant-Based,251.32,275.58,39,2.7560830252839708,6.9,13779.0
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,86.02,345.52,97,1.2393012773472682,39.97,17276.0
Bioplastic Engineered Application Unit,Toys,Bioplastic,649.91,953.24,36,5.62132714795507,82.45,47662.0
Recycled Fiber Toothpaste Laminate Tube,Cosmetics,Recycled Fiber,388.17,393.16,21,4.00571611820061,6.28,19658.0
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,691.03,735.27,94,6.191356300339498,16.48,36763.5
Biopolymer Engineered Application Unit,Electronics,Biopolymer,93.29,6.18,71,2.4704712933738198,24.36,309.0
Plant-Based Appliance Housing Panel,Home Appliances,Plant-Based,278.77,393.5,70,2.4297744545263846,46.98,19675.0
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,395.17,860.7,28,5.244879524090483,30.09,43035.0
Recycled Metal Takeaway Clamshell Box,Food Packaging,Recycled Metal,828.21,714.1,97,10.212997795025357,27.02,35705.0
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,597.67,122.71,50,5.888623220842311,92.49,6135.5
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,310.27,405.12,28,5.861113125922409,74.02,20256.0
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,397.14,751.5,87,3.1173356359507727,31.92,37575.0
Plant-Based Appliance Housing Panel,Home Appliances,Plant-Based,255.74,861.52,92,2.0773145278109713,21.55,43076.0
Natural Fiber Load-Bearing Partition Board,Construction,Natural Fiber,625.13,540.85,24,4.335215063956937,40.93,27042.5
Natural Fiber Motor Support Frame,Home Appliances,Natural Fiber,266.19,58.68,64,2.4181107640279027,85.14,2934.0
Bioplastic Exterior Cladding Panel,Construction,Bioplastic,212.66,601.64,16,3.2644924413420497,46.79,30082.0
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,723.95,614.49,27,5.0707791576749806,18.04,30724.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,177.25,908.32,74,2.786715495314192,80.13,45416.0
Bioplastic Engineered Application Unit,Electronics,Bioplastic,658.62,435.47,59,5.539472639004938,17.03,21773.5
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,109.25,38.22,37,5.012598173102491,43.08,1911.0
Recycled Metal Thermal Insulation Slab,Construction,Recycled Metal,453.48,759.03,12,8.281074313193532,38.55,37951.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,528.32,400.11,56,3.2923066548841935,63.92,20005.5
Natural Fiber Reinforced Roofing Sheet,Construction,Natural Fiber,121.57,542.46,99,1.8741795334251525,17.99,27123.0
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,382.95,755.75,62,4.705318486261946,29.81,37787.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,101.28,737.17,34,2.0486057618381572,32.77,36858.5
Recycled Metal Surgical Instrument Tray,Healthcare,Recycled Metal,185.83,284.08,90,7.033942102415347,96.42,14204.0
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,97.72,985.65,2,1.6086200019781365,70.22,49282.5
Biopolymer Disposable Serving Bowl,Food Packaging,Biopolymer,485.45,329.66,46,4.27821644593653,51.31,16483.0
Bioplastic Reinforced Roofing Sheet,Construction,Bioplastic,574.42,545.18,77,5.3511064584872745,30.12,27259.0
Recycled Metal Internal Support Chassis,Home Appliances,Recycled Metal,35.55,151.34,18,6.300308148316658,63.28,7567.0
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,650.64,599.5,28,9.24810117428296,96.35,29975.0
Recycled Plastic Laminated Lotion Tube,Cosmetics,Recycled Plastic,511.98,772.51,28,7.01646823857263,10.51,38625.5
Agro-Waste Fiber Takeaway Clamshell Box,Food Packaging,Agro-Waste Fiber,88.14,794.56,83,1.2523740581635792,24.07,39728.0
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,292.2,236.61,93,7.340228213752609,81.5,11830.5
Bioplastic Engineered Application Unit,Furniture,Bioplastic,407.58,382.35,36,4.4692588146313925,95.46,19117.5
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,133.91,851.01,21,1.052391512218999,87.7,42550.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,547.46,815.94,46,7.432045246170474,21.87,40797.0
Bio-Composite Thermal Insulation Insert,Home Appliances,Bio-Composite,603.49,637.65,95,6.077209556064353,70.9,31882.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,862.56,980.9,26,5.1581088311933145,82.85,49045.0
Biopolymer Engineered Application Unit,Furniture,Biopolymer,223.35,526.54,60,3.4964969962710475,93.39,26327.0
Biopolymer Printed Ointment Tube,Cosmetics,Biopolymer,94.97,730.92,95,2.492253296078477,32.0,36546.0
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,642.4,510.0,80,6.00477128560496,0.43,25500.0
Recycled Fiber Barrier Cream Tube,Cosmetics,Recycled Fiber,878.16,352.84,67,6.0621474842940914,13.63,17642.0
Agro-Waste Fiber Food Storage Container,Food Packaging,Agro-Waste Fiber,679.48,333.69,45,4.277009643301852,87.14,16684.5
Bioplastic Motor Support Frame,Home Appliances,Bioplastic,578.06,371.85,51,5.4692159970968435,4.77,18592.5
Natural Fiber Toothpaste Laminate Tube,Cosmetics,Natural Fiber,299.73,283.8,98,2.613498879069682,94.07,14190.0
Recycled Plastic Fresh Produce Crate,Food Packaging,Recycled Plastic,154.3,373.18,84,5.361599144755607,59.51,18659.0
Recycled Fiber Modular Decking Board,Construction,Recycled Fiber,248.72,957.75,39,2.691248341955781,22.99,47887.5
Recycled Plastic Sterile Injection Syringe,Healthcare,Recycled Plastic,851.1,846.09,16,8.86668829032917,59.64,42304.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,780.95,687.33,54,8.023761109197872,20.01,34366.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,653.61,528.76,44,3.9812753074041627,41.08,26438.0
Composite Diagnostic Cartridge,Healthcare,Composite,452.54,837.29,44,7.607131019561639,59.22,41864.5
Biopolymer Printed Ointment Tube,Cosmetics,Biopolymer,584.55,965.51,35,4.76933650891994,59.38,48275.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,255.81,671.14,54,3.6582823405013625,64.56,33557.0
Bio-Composite Appliance Housing Panel,Home Appliances,Bio-Composite,874.15,911.68,69,7.281157732310005,32.8,45584.0
Recycled Plastic Food Storage Container,Food Packaging,Recycled Plastic,248.27,594.1,2,5.498388772822272,58.47,29705.0
Plant-Based High-Gloss Skincare Tube,Cosmetics,Plant-Based,820.73,906.97,100,4.66199384475435,33.45,45348.5
Bio-Composite Exterior Cladding Panel,Construction,Bio-Composite,267.5,38.03,54,4.291382720295278,49.9,1901.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,87.19,384.46,95,6.463121884816331,31.98,19223.0
Bioplastic Engineered Application Unit,Automotive,Bioplastic,672.4,734.91,70,5.8514989862922695,86.28,36745.5
Plant-Based Engineered Application Unit,Automotive,Plant-Based,495.55,233.19,68,3.4487742876104224,24.3,11659.5
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,37.93,256.22,72,1.3982581741700775,46.44,12811.0
Agro-Waste Fiber Motor Support Frame,Home Appliances,Agro-Waste Fiber,574.87,880.08,56,3.8789182943101532,60.44,44004.0
Composite Engineered Application Unit,Furniture,Composite,778.92,267.52,64,8.856510762814157,45.61,13376.0
Natural Fiber Rear Casing Structure,Home Appliances,Natural Fiber,727.83,784.05,55,4.724333484582546,30.9,39202.5
Plant-Based Engineered Application Unit,Textiles,Plant-Based,492.7,133.42,23,3.4072749030223823,24.94,6671.0
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,883.08,183.49,25,9.031269351951355,37.24,9174.5
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,512.45,460.83,68,7.34465537570865,52.6,23041.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,291.97,583.55,34,3.3342212521661647,82.02,29177.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,811.37,110.77,100,6.076636757405777,66.87,5538.5
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,679.18,436.98,1,4.663571488387191,49.19,21849.0
Composite Internal Support Chassis,Home Appliances,Composite,378.61,918.98,91,6.694534398654236,37.83,45949.0
Bioplastic Structural Wall Panel,Construction,Bioplastic,262.82,778.38,23,3.8181834334425835,67.39,38919.0
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,411.35,85.67,83,7.763615228531582,72.62,4283.5
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,36.23,533.29,74,4.32733993925212,67.49,26664.5
Recycled Metal Disposable Serving Bowl,Food Packaging,Recycled Metal,349.1,978.73,36,7.818849281578451,84.72,48936.5
Recycled Metal Reinforced Roofing Sheet,Construction,Recycled Metal,722.02,94.86,95,9.533325051733843,40.38,4743.0
Recycled Fiber Medical Dose Dispenser,Healthcare,Recycled Fiber,180.34,876.64,17,2.4421560815242436,10.86,43832.0
Composite Structural Wall Panel,Construction,Composite,138.94,222.13,81,5.6911210045983305,31.91,11106.5
Composite Engineered Application Unit,Textiles,Composite,160.1,639.65,31,5.60521999026724,71.87,31982.5
Agro-Waste Fiber Takeaway Clamshell Box,Food Packaging,Agro-Waste Fiber,46.43,783.25,83,1.0230991396071327,88.52,39162.5
Biopolymer Toothpaste Laminate Tube,Cosmetics,Biopolymer,98.91,269.65,43,2.247929738997029,47.64,13482.5
