Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Recycled Metal Modular Decking Board,Construction,Recycled Metal,621.55,741.31,31,9.18438363795178,79.67,59735.050228463835
Agro-Waste Fiber Barrier Cream Tube,Cosmetics,Agro-Waste Fiber,404.38,114.16,44,2.92171916322755,51.18,6073.054372420662
Bioplastic Engineered Application Unit,Toys,Bioplastic,50.41,576.1,91,2.4135958336713346,78.63,69085.3643752535
Bio-Composite Motor Support Frame,Home Appliances,Bio-Composite,144.78,361.66,91,3.6898228469223606,45.17,47244.63213519177
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,873.34,643.52,28,5.404135281932688,28.66,38981.94646144951
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,86.77,892.38,12,1.399461762978662,82.68,44810.593822234
Recycled Fiber Dual-Layer Cosmetic Tube,Cosmetics,Recycled Fiber,897.13,728.47,12,6.199866100080561,97.18,33414.37707506042
Plant-Based Sterile Injection Syringe,Healthcare,Plant-Based,727.94,568.97,80,4.224802729796738,39.04,51420.09704734756
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,414.65,87.09,82,3.568843027199146,18.34,4287.069770399359
Bioplastic Engineered Application Unit,Automotive,Bioplastic,639.93,159.28,41,5.924022300958851,58.49,19683.84422571914
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,78.46,849.34,20,1.554964207537311,91.66,51011.62815565299
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,828.54,82.4,96,8.788512729000473,71.25,4011.6295467503546
Biopolymer Engineered Application Unit,Furniture,Biopolymer,377.74,948.66,39,3.958933093525417,41.18,142618.54482014404
Recycled Plastic Sterile Injection Syringe,Healthcare,Recycled Plastic,710.95,655.91,3,8.123082046390525,41.33,26649.12403479289
Recycled Fiber Food Storage Container,Food Packaging,Recycled Fiber,442.65,171.54,65,3.658987004386341,48.8,8029.927753289754
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,430.96,899.24,33,4.911483839172858,66.31,117000.19287937964
Agro-Waste Fiber Disposable Serving Bowl,Food Packaging,Agro-Waste Fiber,717.79,322.77,4,4.1646439705149945,90.92,16337.165477886247
Biopolymer Printed Ointment Tube,Cosmetics,Biopolymer,820.27,577.45,34,6.243220502891064,70.59,87202.03787716829
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,630.14,993.73,58,6.154591651103777,7.2,129618.88873832785
Plant-Based Engineered Application Unit,Electronics,Plant-Based,381.1,791.67,70,2.877797551078555,83.99,71560.07316330892
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,213.49,321.69,12,1.7826719915355296,90.02,16151.661493651647
Composite Engineered Application Unit,Textiles,Composite,447.62,759.75,9,7.17706223090385,32.7,53378.53167317789
Bioplastic Engineered Application Unit,Electronics,Bioplastic,537.57,818.55,55,5.397232358897629,65.13,98761.82176917323
Recycled Plastic Reinforced Roofing Sheet,Construction,Recycled Plastic,873.83,827.91,8,8.802101183626396,38.4,33519.0283877198
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,93.5,817.07,86,3.1992870573396863,81.81,106236.69029300477
Biopolymer Sterile Injection Syringe,Healthcare,Biopolymer,164.68,60.94,82,2.9721303551080345,97.68,9498.887766331027
Bio-Composite Load-Bearing Partition Board,Construction,Bio-Composite,656.24,331.86,61,6.240224667227056,38.5,43561.1885004203
Plant-Based Engineered Application Unit,Textiles,Plant-Based,623.03,139.12,14,4.121429173106555,4.19,12865.024379829916
Bioplastic Diagnostic Cartridge,Healthcare,Bioplastic,184.51,204.64,47,3.7440656612799024,67.96,24984.191745959928
Biopolymer Engineered Application Unit,Textiles,Biopolymer,52.94,74.93,77,2.2605878885298987,63.9,11416.885916397425
Recycled Metal Dual-Layer Cosmetic Tube,Cosmetics,Recycled Metal,789.84,527.0,64,10.007036734623746,97.43,42726.29755096781
Biopolymer Engineered Application Unit,Furniture,Biopolymer,218.28,516.47,18,2.855615301740335,3.08,77438.80147630525
Agro-Waste Fiber Load-Bearing Partition Board,Construction,Agro-Waste Fiber,527.71,596.49,47,3.3946161095298084,90.91,30149.404582147356
Agro-Waste Fiber Thermal Insulation Slab,Construction,Agro-Waste Fiber,637.81,904.44,59,4.11095520904172,64.18,45750.33390678129
Recycled Fiber Diagnostic Cartridge,Healthcare,Recycled Fiber,683.27,820.94,95,4.605275253231751,5.19,37240.628939923816
Plant-Based Reinforced Roofing Sheet,Construction,Plant-Based,344.78,396.7,63,2.764069018623142,81.69,36031.51676396735
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,429.62,785.02,35,8.168258214528962,77.61,63101.528660896714
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,61.39,208.93,79,3.315207491117488,72.75,27355.788118338118
Composite Engineered Application Unit,Furniture,Composite,442.69,71.62,1,7.420881779731649,49.89,5392.318834798737
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,191.1,177.27,68,4.022387702969704,33.15,23326.81577722728
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,877.65,714.06,98,9.183864379671288,57.15,29418.935784753467
Bioplastic Fresh Produce Crate,Food Packaging,Bioplastic,472.56,646.48,99,4.6640820968811925,58.81,77862.8415726609
Bio-Composite Medical Dose Dispenser,Healthcare,Bio-Composite,383.87,329.82,48,4.946534913443669,85.84,43184.92368508275
Recycled Fiber Structural Wall Panel,Construction,Recycled Fiber,266.24,933.24,59,2.8480933572779894,23.49,42259.5900179585
Composite Engineered Application Unit,Toys,Composite,896.54,9.58,49,9.268849101248986,67.23,1056.481825936738
Bioplastic Engineered Application Unit,Textiles,Bioplastic,327.1,958.52,34,4.32675900041827,45.03,115397.3942503137
Plant-Based Engineered Application Unit,Textiles,Plant-Based,608.67,187.71,98,4.508284661170563,84.74,17742.935995877924
Agro-Waste Fiber Rear Casing Structure,Home Appliances,Agro-Waste Fiber,272.48,374.95,87,2.158998785103233,77.51,19055.18908882743
Bioplastic Engineered Application Unit,Textiles,Bioplastic,192.58,276.71,56,3.5639042176547537,11.01,33489.243163241066
Biopolymer Appliance Housing Panel,Home Appliances,Biopolymer,333.94,372.08,85,3.686603695163065,79.67,56161.6477713723
Composite Surgical Instrument Tray,Healthcare,Composite,510.77,329.25,98,7.411133066018565,58.19,23391.847299513924
Plant-Based IV Fluid Connector,Healthcare,Plant-Based,844.24,288.07,11,4.857047944439597,93.76,26097.305958329696
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,823.01,257.49,80,5.473895303380927,51.8,12052.688977535696
Composite Engineered Application Unit,Automotive,Composite,87.27,993.73,88,5.157958323809654,36.97,69571.94124285724
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,232.28,570.19,5,7.502220415611824,89.66,45996.95531170887
Bio-Composite Compostable Meal Tray,Food Packaging,Bio-Composite,304.31,533.71,31,4.498528061215351,30.33,69579.18854591151
Agro-Waste Fiber Load-Bearing Partition Board,Construction,Agro-Waste Fiber,223.04,802.21,3,1.8460161341905656,9.56,40176.13210064292
Natural Fiber High-Gloss Skincare Tube,Cosmetics,Natural Fiber,187.35,351.31,57,2.314580764957561,94.48,21419.64807371817
Bioplastic Engineered Application Unit,Textiles,Bioplastic,72.93,766.06,24,2.6402997794288225,95.28,91843.40233457161
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,562.89,718.62,62,7.161077192399089,18.49,29035.215394299317
Bio-Composite Modular Decking Board,Construction,Bio-Composite,31.61,324.71,86,3.171664453849724,32.57,42410.31584038729
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,175.89,234.47,93,2.285203798284696,82.46,14496.460348713523
Biopolymer Load-Bearing Partition Board,Construction,Biopolymer,683.58,368.63,22,5.518237009033758,17.77,55755.54275677532
Bio-Composite High-Gloss Skincare Tube,Cosmetics,Bio-Composite,494.58,589.77,77,5.522565028503177,63.24,77108.63877137737
Bioplastic Engineered Application Unit,Automotive,Bioplastic,485.73,154.87,96,4.944273547047204,59.69,19030.982660285405
Plant-Based Engineered Application Unit,Furniture,Plant-Based,18.88,110.51,35,1.174447171105355,24.25,10085.375378329016
Plant-Based Engineered Application Unit,Electronics,Plant-Based,173.31,145.99,12,1.9068805810258511,58.94,13280.00293576939
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,705.49,130.08,47,4.521455545044613,11.9,8097.049158783461
Natural Fiber Thermal Insulation Insert,Home Appliances,Natural Fiber,426.32,289.79,76,3.34081584432663,69.72,17759.471883244973
Plant-Based High-Gloss Skincare Tube,Cosmetics,Plant-Based,833.63,713.38,31,4.953412268216449,79.29,64521.961701162334
Bio-Composite Disposable Serving Bowl,Food Packaging,Bio-Composite,368.21,672.28,30,4.857266508580165,2.94,87652.66738143511
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,678.29,972.32,47,9.29532041170235,57.92,78146.64780877678
Bioplastic Internal Support Chassis,Home Appliances,Bioplastic,819.03,800.97,25,7.103026324556573,49.31,96956.82224341744
Bio-Composite Appliance Housing Panel,Home Appliances,Bio-Composite,704.11,696.21,65,6.512571123249658,51.54,90983.37084243725
Plant-Based Engineered Application Unit,Toys,Plant-Based,656.18,645.75,3,4.000052086747682,4.24,58240.95406506076
Plant-Based Motor Support Frame,Home Appliances,Plant-Based,880.13,993.34,68,5.373813957864615,22.3,89956.53796839846
Biopolymer Engineered Application Unit,Textiles,Biopolymer,249.56,54.85,59,3.3516717491275774,39.47,8548.183811845684
Recycled Plastic Printed Ointment Tube,Cosmetics,Recycled Plastic,660.69,500.41,35,8.138122789230504,97.38,20667.749591922882
Composite Engineered Application Unit,Electronics,Composite,625.92,494.29,31,8.011709520012257,51.17,34886.8421400092
Recycled Fiber Structural Wall Panel,Construction,Recycled Fiber,504.63,142.52,57,3.706664405195272,94.1,6542.350803896454
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,253.68,927.21,60,2.2317674022861964,97.45,46729.86555171465
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,78.06,222.47,14,6.1141802588200695,97.26,17657.54019411505
Bioplastic Toothpaste Laminate Tube,Cosmetics,Bioplastic,641.24,933.5,13,5.618968911698503,78.34,112301.19668377387
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,202.51,306.48,4,5.461025902897801,12.24,12329.81192717335
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,272.24,311.25,100,7.347273309339979,56.66,25225.674982004984
Biopolymer Barrier Cream Tube,Cosmetics,Biopolymer,358.41,78.66,92,3.9298828914148674,8.05,12265.57966856115
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,779.23,582.62,45,6.759423143542723,37.61,76117.66985765705
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,115.72,767.05,52,5.023854149566648,82.15,30802.800612174986
Recycled Fiber Toothpaste Laminate Tube,Cosmetics,Recycled Fiber,458.3,281.33,6,3.7886459294101225,82.31,12898.85944705759
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,337.74,917.2,4,6.218619591503757,96.14,36887.30969362782
Recycled Fiber Eco Cutlery Set,Food Packaging,Recycled Fiber,844.44,697.27,6,5.741765434941584,8.01,31826.044076206188
Biopolymer Engineered Application Unit,Electronics,Biopolymer,638.08,505.93,85,5.2776011550445165,30.93,76443.94086628337
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,54.88,239.85,54,1.2431679019283477,23.55,12254.515926446262
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,216.03,688.36,25,2.658676823130193,8.96,31193.110117347645
Agro-Waste Fiber Diagnostic Cartridge,Healthcare,Agro-Waste Fiber,209.84,225.98,77,1.939917104701844,5.09,11625.957828526383
Composite Engineered Application Unit,Textiles,Composite,624.55,558.94,85,7.806305366650704,34.74,39370.741524988036
Biopolymer Modular Decking Board,Construction,Biopolymer,410.83,559.96,15,4.064195539833136,36.24,84236.94915487485
Natural Fiber Barrier Cream Tube,Cosmetics,Natural Fiber,686.95,846.19,92,4.730651509600322,66.48,51370.80113220024
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,407.73,161.74,52,3.68443823891409,42.95,7695.506179185568
Bio-Composite Motor Support Frame,Home Appliances,Bio-Composite,368.43,721.34,49,4.703679845153241,95.9,93952.56238386492
Agro-Waste Fiber Disposable Serving Bowl,Food Packaging,Agro-Waste Fiber,863.56,770.74,94,4.985992145022271,30.8,39057.9241087667
Bioplastic Engineered Application Unit,Automotive,Bioplastic,348.2,309.26,1,4.12617986494328,12.41,37201.184898707455
Bio-Composite Eco Cutlery Set,Food Packaging,Bio-Composite,727.96,152.94,57,6.747082779978268,22.14,20440.6420849837
Natural Fiber Appliance Housing Panel,Home Appliances,Natural Fiber,351.89,518.4,45,3.1662262109848416,18.92,31525.02715823863
Bioplastic Food Storage Container,Food Packaging,Bioplastic,851.88,346.13,76,6.67790797854168,3.76,42052.42098390626
Composite Motor Support Frame,Home Appliances,Composite,691.49,388.51,7,8.63904246272541,76.62,27691.639347044056
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,539.41,503.9,74,7.2217459618329185,76.0,20592.22697137469
Recycled Plastic Rear Casing Structure,Home Appliances,Recycled Plastic,881.5,433.96,46,8.882642844567512,58.14,17872.50713342563
Bio-Composite Modular Decking Board,Construction,Bio-Composite,656.66,240.52,54,6.241023154036407,68.54,31672.22236552731
Composite Engineered Application Unit,Furniture,Composite,739.97,423.34,90,8.84917227292043,97.18,30295.776704690325
Recycled Plastic Food Storage Container,Food Packaging,Recycled Plastic,146.53,67.36,70,5.297765563357413,30.51,2956.5016725180603
Recycled Metal Thermal Insulation Slab,Construction,Recycled Metal,730.44,832.5,97,10.107365085529528,13.89,67500.59381414714
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,422.43,998.8,49,2.741705071400536,67.31,50121.3813035504
Biopolymer Engineered Application Unit,Electronics,Biopolymer,68.8,580.43,40,2.447620340405995,1.69,87256.61525530448
Composite Engineered Application Unit,Electronics,Composite,652.51,645.87,74,8.1567097980377,79.37,45605.77484852827
Biopolymer Structural Wall Panel,Construction,Biopolymer,55.67,607.6,24,2.1044926026022712,26.32,91085.44195195171
Composite Load-Bearing Partition Board,Construction,Composite,334.83,852.6,98,6.671976572593006,29.57,60043.78492944475
Bioplastic Engineered Application Unit,Electronics,Bioplastic,16.28,199.99,22,2.608870495881407,68.35,24071.542871911057
Bioplastic Exterior Cladding Panel,Construction,Bioplastic,557.57,619.87,59,5.871484711012019,35.81,75218.911033259
Recycled Plastic Printed Ointment Tube,Cosmetics,Recycled Plastic,233.94,689.75,88,5.63287083686336,48.09,27855.34812764752
Composite Engineered Application Unit,Furniture,Composite,501.25,842.14,88,7.280214254103063,20.95,59206.898190577296
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,349.86,608.77,89,7.803902143498877,93.08,49095.481607624155
Recycled Metal Load-Bearing Partition Board,Construction,Recycled Metal,622.33,676.1,50,8.696721992490728,6.14,54187.96899436804
Biopolymer Engineered Application Unit,Automotive,Biopolymer,280.58,140.91,98,3.3845086434791467,72.25,21458.99648260936
Agro-Waste Fiber Acoustic Dampening Board,Home Appliances,Agro-Waste Fiber,156.48,12.36,74,1.585605056459032,96.55,846.6437923442741
Plant-Based Printed Ointment Tube,Cosmetics,Plant-Based,184.12,196.08,64,2.0795200765890423,22.72,17986.450057441783
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,641.0,734.25,44,9.39972444988557,89.01,59294.54333741418
Agro-Waste Fiber Compostable Meal Tray,Food Packaging,Agro-Waste Fiber,468.77,350.89,25,3.043136076218456,76.2,17753.34955716384
Natural Fiber Laminated Lotion Tube,Cosmetics,Natural Fiber,747.6,236.09,93,4.907877197074013,4.57,14702.607897805508
Recycled Metal Motor Support Frame,Home Appliances,Recycled Metal,703.47,44.09,36,9.364125833877866,48.14,3836.0168754083998
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,230.4,329.68,43,3.926387489038461,97.4,42890.390616778845
Agro-Waste Fiber Printed Ointment Tube,Cosmetics,Agro-Waste Fiber,313.89,43.95,2,2.431428955876127,55.24,2404.9292169070955
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,705.45,699.01,27,4.4725328902806805,75.15,42156.28716771051
Agro-Waste Fiber Appliance Housing Panel,Home Appliances,Agro-Waste Fiber,864.43,433.93,53,5.039224619885627,61.03,22172.52096491422
Plant-Based Food Storage Container,Food Packaging,Plant-Based,168.3,657.34,88,1.6424652080201525,43.77,59271.47390601512
Composite Engineered Application Unit,Electronics,Composite,855.14,712.46,21,9.385636637258052,48.8,50424.22247794354
Plant-Based Diagnostic Cartridge,Healthcare,Plant-Based,203.26,46.0,15,2.3765860198532978,83.89,4541.844514889974
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,470.53,554.77,73,3.292332403439333,82.42,33472.2268025795
Recycled Fiber Dual-Layer Cosmetic Tube,Cosmetics,Recycled Fiber,59.77,446.29,87,1.4282463034204862,84.44,20008.98222756536
Composite Sterile Injection Syringe,Healthcare,Composite,66.46,351.56,56,5.307322622929987,1.34,24735.69696719749
Composite Load-Bearing Partition Board,Construction,Composite,395.18,44.76,51,6.979039559191552,34.46,3435.1446693936637
Natural Fiber Takeaway Clamshell Box,Food Packaging,Natural Fiber,278.84,211.34,92,2.6379318613514595,47.43,13036.618896013595
Composite Engineered Application Unit,Automotive,Composite,54.69,115.23,24,5.184185896953132,37.79,8074.496922714849
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,208.96,637.58,1,1.8046721402349133,23.23,31955.38410517619
Composite Engineered Application Unit,Automotive,Composite,876.54,572.5,57,9.45620208210812,61.37,40682.39656158109
Biopolymer Sterile Injection Syringe,Healthcare,Biopolymer,405.82,325.27,0,4.237186178528967,58.8,49149.47463389673
Recycled Metal Food Storage Container,Food Packaging,Recycled Metal,706.58,16.69,31,9.141890245936343,21.75,1457.2326844522577
Bioplastic IV Fluid Connector,Healthcare,Bioplastic,165.75,773.42,32,3.254962112193708,20.37,92901.93408414528
Biopolymer Engineered Application Unit,Textiles,Biopolymer,378.42,325.73,15,3.934861758788213,40.6,49110.78131909116
Bioplastic Specimen Collection Container,Healthcare,Bioplastic,481.41,954.2,20,4.723454779077853,39.62,114647.0085843084
Recycled Fiber Modular Decking Board,Construction,Recycled Fiber,120.41,131.63,62,2.44828392635346,42.11,6367.230444765094
Natural Fiber Sterile Injection Syringe,Healthcare,Natural Fiber,45.7,656.63,8,1.3014180239542523,48.52,39341.33851796569
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,862.05,429.66,84,5.501991462598544,53.2,26372.431096948912
Bioplastic Engineered Application Unit,Automotive,Bioplastic,338.34,388.93,14,4.302904419368458,99.98,46952.17331452634
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,722.08,431.69,36,4.692143042239621,51.37,26245.74728167972
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,246.31,214.06,42,5.362235390439117,69.31,8492.569042829338
Bioplastic Dual-Layer Cosmetic Tube,Cosmetics,Bioplastic,56.56,740.18,19,2.697069094616693,87.36,88823.58182096251
Natural Fiber Sterile Injection Syringe,Healthcare,Natural Fiber,369.67,272.97,71,3.2542381111854084,33.95,16859.451083389056
Composite Engineered Application Unit,Furniture,Composite,848.53,505.36,41,9.175270974642974,40.0,35830.93073098223
Recycled Plastic High-Gloss Skincare Tube,Cosmetics,Recycled Plastic,706.51,651.24,66,7.863263139708205,17.54,26407.88985478115
Natural Fiber Exterior Cladding Panel,Construction,Natural Fiber,233.69,750.0,93,2.5535844419005445,13.19,45441.69583142541
Biopolymer Engineered Application Unit,Toys,Biopolymer,32.68,398.07,96,2.09724502079539,11.63,59869.22376559654
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,409.77,431.53,70,7.946817837269957,20.0,34790.76087795247
Plant-Based Engineered Application Unit,Automotive,Plant-Based,414.6,268.96,12,3.1028912179326618,76.2,24460.118413449494
Bioplastic Engineered Application Unit,Electronics,Bioplastic,464.68,928.73,74,4.977550041923757,55.98,111943.55253144282
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,538.26,348.99,47,4.367642706346509,37.44,21659.787029759886
Agro-Waste Fiber Exterior Cladding Panel,Construction,Agro-Waste Fiber,672.95,809.07,11,4.330197221531485,63.64,40936.06041614861
Natural Fiber Specimen Collection Container,Healthcare,Natural Fiber,674.24,252.74,93,4.803167993277669,26.34,15861.495994958254
Plant-Based Engineered Application Unit,Toys,Plant-Based,232.96,353.88,67,2.063606760202429,82.13,32023.785070151822
Agro-Waste Fiber Barrier Cream Tube,Cosmetics,Agro-Waste Fiber,178.37,52.93,68,1.4866763788061048,59.69,2717.8047841045786
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,144.32,636.39,57,6.734066269923825,53.98,51106.709702442866
Plant-Based IV Fluid Connector,Healthcare,Plant-Based,890.35,352.99,21,5.47318398305192,6.65,32272.350487288943
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,383.12,130.27,10,2.8998974517270804,59.28,7865.983088795311
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,697.91,617.23,28,4.254491094019198,46.95,31240.1608205144
Composite Dual-Layer Cosmetic Tube,Cosmetics,Composite,767.2,17.54,10,8.915863520343827,71.28,1691.2976402578697
Agro-Waste Fiber Barrier Cream Tube,Cosmetics,Agro-Waste Fiber,39.25,133.41,71,1.0683286790036162,24.29,6886.184009252712
Agro-Waste Fiber Thermal Insulation Insert,Home Appliances,Agro-Waste Fiber,150.47,594.81,0,1.6532075706768543,57.82,29891.37817800764
Plant-Based High-Gloss Skincare Tube,Cosmetics,Plant-Based,89.21,935.52,9,1.5042429460274886,80.48,84303.04970952061
Plant-Based Diagnostic Cartridge,Healthcare,Plant-Based,215.66,883.56,76,1.9768982681459888,8.68,79704.17870110949
Natural Fiber Specimen Collection Container,Healthcare,Natural Fiber,805.73,790.69,7,5.125869874670231,72.57,47781.179906002675
Recycled Plastic Internal Support Chassis,Home Appliances,Recycled Plastic,397.71,837.07,88,6.248759720401225,63.54,33677.81229030093
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,839.72,597.9,67,5.755555007837019,45.91,36695.576255877764
Agro-Waste Fiber Surgical Instrument Tray,Healthcare,Agro-Waste Fiber,868.1,831.63,63,5.143190072923859,8.14,42143.5675546929
Recycled Plastic Motor Support Frame,Home Appliances,Recycled Plastic,340.65,994.1,16,6.158279388841029,8.81,39932.59704163077
Composite Acoustic Dampening Board,Home Appliances,Composite,732.72,859.92,5,8.477841583709509,42.93,60431.441187782126
Recycled Fiber Fresh Produce Crate,Food Packaging,Recycled Fiber,83.13,962.56,26,2.5027815804655558,53.13,43849.11368534916
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,50.15,952.98,50,6.036084393555421,64.53,76202.47579516655
Recycled Fiber Barrier Cream Tube,Cosmetics,Recycled Fiber,782.38,933.3,15,5.326130414878786,56.04,42355.36281115909
Agro-Waste Fiber Thermal Insulation Insert,Home Appliances,Agro-Waste Fiber,67.22,547.13,98,1.2192673672572123,1.94,27648.48552544291
Bioplastic Engineered Application Unit,Electronics,Bioplastic,320.96,104.58,30,4.224842593148855,92.0,12860.111944861641
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,406.75,193.42,4,8.225336411043136,80.44,15828.66480828235
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,276.02,318.33,90,4.741621701553853,88.73,41972.051276165395
Biopolymer Engineered Application Unit,Toys,Biopolymer,372.19,347.21,25,3.9621815310921424,39.98,52393.51864831911
Composite Compostable Meal Tray,Food Packaging,Composite,151.64,198.06,49,5.5469938400066665,19.33,13879.615380005
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,249.8,944.54,94,7.197610974975644,45.54,75837.55823123173
Natural Fiber Takeaway Clamshell Box,Food Packaging,Natural Fiber,422.0,413.69,54,3.3715664745027767,52.79,25186.574855877083
Bioplastic Engineered Application Unit,Furniture,Bioplastic,475.7,762.93,39,5.292145208301164,92.81,92177.68390622587
Plant-Based Engineered Application Unit,Textiles,Plant-Based,158.21,883.42,83,1.5114889043151405,19.85,79543.23417823635
Natural Fiber Medical Dose Dispenser,Healthcare,Natural Fiber,454.4,670.91,34,3.712515301045045,10.69,40730.18647578378
Agro-Waste Fiber Barrier Cream Tube,Cosmetics,Agro-Waste Fiber,507.35,333.42,62,3.372732873909284,90.89,17075.66215543196
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,412.35,987.79,22,3.029316107045896,40.29,49765.349580284426
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,766.17,196.55,51,9.810451056672813,14.82,16193.78579250461
Recycled Plastic Disposable Serving Bowl,Food Packaging,Recycled Plastic,390.46,751.17,10,6.283813473974734,48.65,30135.66510548105
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,751.51,541.26,63,5.407724555880266,60.75,24971.0859169102
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,56.87,405.3,38,1.2152362054211243,55.77,20467.599654065845
Composite Engineered Application Unit,Furniture,Composite,312.02,419.33,77,6.754511393147944,37.34,29808.918544860957
Recycled Plastic Load-Bearing Partition Board,Construction,Recycled Plastic,697.76,885.04,68,7.986139072924272,55.12,35884.4843046932
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,430.15,669.33,68,3.23078559533603,9.48,40420.90169650202
Plant-Based Engineered Application Unit,Toys,Plant-Based,503.94,117.23,61,3.2079426009952314,31.67,10690.851950746424
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,526.41,275.87,69,3.995924653627881,67.01,17076.310990220914
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,441.26,439.9,89,3.491077896488797,26.39,26856.2134223666
Natural Fiber Appliance Housing Panel,Home Appliances,Natural Fiber,746.77,702.69,93,4.740693473427208,53.31,42575.91760507041
Bioplastic Load-Bearing Partition Board,Construction,Bioplastic,675.19,572.33,3,5.768235265340675,78.97,68942.40894900552
Plant-Based Takeaway Clamshell Box,Food Packaging,Plant-Based,800.77,704.06,15,4.910498237609712,4.44,63725.77117820728
Bioplastic Engineered Application Unit,Automotive,Bioplastic,279.37,590.24,28,3.6002531136035163,64.86,70802.03733520264
Bioplastic Engineered Application Unit,Toys,Bioplastic,551.04,669.63,84,5.091663520678973,5.86,80676.46764050925
Biopolymer Modular Decking Board,Construction,Biopolymer,678.71,50.07,4,5.166783928638729,77.03,7687.780446479046
Biopolymer Compostable Meal Tray,Food Packaging,Biopolymer,396.73,671.82,14,3.9011541976224127,17.93,100937.49314821683
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,607.83,578.65,3,4.391410500334088,23.17,26238.360375250566
Biopolymer Takeaway Clamshell Box,Food Packaging,Biopolymer,246.04,224.22,4,2.9047990158266503,25.05,33519.969261869985
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,532.26,536.44,6,6.065818046113897,83.17,70318.71853458544
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,191.14,642.02,2,7.206208146205847,34.7,51649.051109654385
Biopolymer Engineered Application Unit,Furniture,Biopolymer,177.38,695.92,67,2.7310961156960025,29.81,104493.83708677201
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,500.11,828.62,52,8.555034279330723,57.84,66684.51820949804
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,207.8,20.3,26,5.622493017964259,43.03,1030.5197634731942
Plant-Based IV Fluid Connector,Healthcare,Plant-Based,707.45,453.18,29,4.775467170954696,77.94,41376.587878216014
