Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Recycled Fiber Exterior Cladding Panel,Construction,Recycled Fiber,450.22,530.87,27,3.01,25.11,26543.5
Bioplastic Printed Ointment Tube,Cosmetics,Bioplastic,147.66,401.57,63,2.73,45.34,20078.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,800.75,697.88,86,0.49,84.79,34894
Plant-Based Compostable Meal Tray,Food Packaging,Plant-Based,73.55,983.54,6,0.88,5.25,49177
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,521.63,983.58,16,1.14,52.15,49179
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,584.27,318.6,65,4.88,89.7,15930
Biopolymer Disposable Serving Bowl,Food Packaging,Biopolymer,263.14,330.09,30,2.03,10.03,16504.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,686,368.51,87,1.68,42.61,18425.5
Plant-Based Eco Cutlery Set,Food Packaging,Plant-Based,744.78,170.96,30,2.65,38.95,8548
Bioplastic Structural Wall Panel,Construction,Bioplastic,467.15,328,98,0.56,62.11,16400
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,248.54,22.55,16,1.02,55.72,1127.5
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,583.2,899.09,38,3.9,16.75,44954.5
Bio-Composite Exterior Cladding Panel,Construction,Bio-Composite,141.42,527.17,81,3.07,80.83,26358.5
Agro-Waste Fiber Reinforced Roofing Sheet,Construction,Agro-Waste Fiber,674.36,206.95,26,1.02,21.9,10347.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,61.51,748.27,16,3.03,24.77,37413.5
Natural Fiber Compostable Meal Tray,Food Packaging,Natural Fiber,694.47,628.76,30,3.08,49.15,31438
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,177.23,995.77,44,1.53,54.11,49788.5
Bioplastic High-Gloss Skincare Tube,Cosmetics,Bioplastic,285.54,776.62,5,1.87,63.26,38831
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,1.93,475.38,88,2.6,46.74,23769
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,605.52,264.93,52,1.02,53.18,13246.5
Composite Dual-Layer Cosmetic Tube,Cosmetics,Composite,212.03,854.95,77,2.76,97.14,42747.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,287.51,164.67,6,2,15.96,8233.5
Recycled Fiber Load-Bearing Partition Board,Construction,Recycled Fiber,799.81,990.77,17,2.42,78.55,49538.5
Agro-Waste Fiber IV Fluid Connector,Healthcare,Agro-Waste Fiber,203.57,221.05,58,0.87,7.1,11052.5
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,9.88,309.47,49,2.96,5.46,15473.5
Recycled Metal Printed Ointment Tube,Cosmetics,Recycled Metal,76.86,207.14,80,1.71,57.9,10357
Biopolymer Eco Cutlery Set,Food Packaging,Biopolymer,542.52,589.83,74,4.67,20.91,29491.5
Bioplastic Engineered Application Unit,Textiles,Bioplastic,895.11,774.61,41,3.55,11.5,38730.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,77.14,841.63,9,3.55,8.24,42081.5
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,320.73,436.83,16,1.13,0.64,21841.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,639.89,488.18,84,0.41,94.65,24409
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,688.95,732.2,88,4.63,24.73,36610
Recycled Fiber Dual-Layer Cosmetic Tube,Cosmetics,Recycled Fiber,743.2,315.71,81,4.27,15.51,15785.5
Natural Fiber Sterile Injection Syringe,Healthcare,Natural Fiber,14.68,691.78,4,4.16,89.34,34589
Biopolymer Laminated Lotion Tube,Cosmetics,Biopolymer,168.29,128.88,61,4.6,31.65,6444
Recycled Metal Takeaway Clamshell Box,Food Packaging,Recycled Metal,196.21,111.03,49,3.72,80.38,5551.5
Plant-Based Engineered Application Unit,Furniture,Plant-Based,866.78,398.56,11,4.36,78.48,19928
Biopolymer Engineered Application Unit,Textiles,Biopolymer,478.04,106.93,18,1.37,8.6,5346.5
Recycled Metal Internal Support Chassis,Home Appliances,Recycled Metal,246.99,96.94,35,1.17,87.15,4847
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,812.02,342.28,0,2,5.62,17114
Bio-Composite Thermal Insulation Insert,Home Appliances,Bio-Composite,828.25,407.93,3,1.38,90.88,20396.5
Natural Fiber Motor Support Frame,Home Appliances,Natural Fiber,855.2,272.81,14,4.47,11.98,13640.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,248.34,809.17,43,3.61,81.21,40458.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,323.36,171.86,26,2.92,97.81,8593
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,740.83,438.66,67,1.95,69.26,21933
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,209.04,770.7,65,2.66,95.28,38535
Natural Fiber Laminated Lotion Tube,Cosmetics,Natural Fiber,543.9,607.74,16,4.01,59.55,30387
Bioplastic Thermal Insulation Slab,Construction,Bioplastic,460.81,839.11,10,2.56,52.21,41955.5
Recycled Fiber Acoustic Dampening Board,Home Appliances,Recycled Fiber,175.49,691.04,5,1.48,97.09,34552
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,497.42,271.93,7,3.16,69.58,13596.5
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,290.4,816.07,71,4.36,76.33,40803.5
Natural Fiber Structural Wall Panel,Construction,Natural Fiber,781.85,25.06,44,0.44,26.86,1253
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,139.93,536.14,25,4.26,32.72,26807
Bio-Composite Takeaway Clamshell Box,Food Packaging,Bio-Composite,306.27,896.08,35,4.75,42.46,44804
Biopolymer Diagnostic Cartridge,Healthcare,Biopolymer,308.97,685.43,12,3.82,8.95,34271.5
Bioplastic Reinforced Roofing Sheet,Construction,Bioplastic,443.91,901.53,21,0.88,97.87,45076.5
Biopolymer Dual-Layer Cosmetic Tube,Cosmetics,Biopolymer,471.69,51.33,83,3.68,18.45,2566.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,312.63,664.96,21,2.62,77.22,33248
Natural Fiber Surgical Instrument Tray,Healthcare,Natural Fiber,574.36,632.9,7,1.23,41.45,31645
Recycled Metal IV Fluid Connector,Healthcare,Recycled Metal,30.54,140.23,54,1.09,79.4,7011.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,806.44,286.41,5,3.04,24.17,14320.5
Composite Engineered Application Unit,Furniture,Composite,295.56,323.24,77,4.33,34.05,16162
Biopolymer Eco Cutlery Set,Food Packaging,Biopolymer,102.3,501.56,7,0.83,23.34,25078
Biopolymer Appliance Housing Panel,Home Appliances,Biopolymer,599.42,512.33,37,3.65,38.57,25616.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,66.97,813.67,95,1.16,60.64,40683.5
Bio-Composite IV Fluid Connector,Healthcare,Bio-Composite,453.47,65.51,64,3.79,70.94,3275.5
Agro-Waste Fiber Acoustic Dampening Board,Home Appliances,Agro-Waste Fiber,261.06,66.71,49,1.57,26.07,3335.5
Composite Specimen Collection Container,Healthcare,Composite,801.82,308.31,6,0.31,76.58,15415.5
Recycled Fiber Medical Dose Dispenser,Healthcare,Recycled Fiber,515.65,428.32,83,3.32,89.55,21416
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,815.26,973.3,71,1.06,70.98,48665
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,68.54,321.37,27,4.61,42.68,16068.5
Plant-Based Engineered Application Unit,Electronics,Plant-Based,264.78,641.47,64,0.63,56.13,32073.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,595.26,882.11,18,1.55,69.23,44105.5
Natural Fiber Specimen Collection Container,Healthcare,Natural Fiber,31.86,207.54,99,3.95,41.29,10377
Recycled Plastic Eco Cutlery Set,Food Packaging,Recycled Plastic,627.18,509.68,70,4,8.42,25484
Recycled Metal Compostable Meal Tray,Food Packaging,Recycled Metal,472.88,212.85,15,1.52,36.94,10642.5
Agro-Waste Fiber Surgical Instrument Tray,Healthcare,Agro-Waste Fiber,508.37,944.35,97,3.67,40.96,47217.5
Plant-Based Engineered Application Unit,Electronics,Plant-Based,568.89,579.06,46,0.68,94.64,28953
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,778.04,27.22,34,3.22,49.54,1361
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,542.77,679.86,25,4.42,82.86,33993
Recycled Fiber Dual-Layer Cosmetic Tube,Cosmetics,Recycled Fiber,587.21,461.12,26,1.57,11.84,23056
Composite Compostable Meal Tray,Food Packaging,Composite,658.57,978.7,14,0.41,77.65,48935
Biopolymer Food Storage Container,Food Packaging,Biopolymer,853.89,501.5,40,4.77,96.31,25075
Plant-Based Thermal Insulation Slab,Construction,Plant-Based,500.59,608.59,100,2.84,52.83,30429.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,554.77,942.41,56,1.62,4.98,47120.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,748.85,313.78,96,4.54,52.09,15689
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,879.71,983.92,54,4.4,99.92,49196
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,764.9,658.63,34,3.29,60.11,32931.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,832.41,232.38,32,4.48,63.96,11619
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,219.95,389.85,82,3.2,25.99,19492.5
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,172.03,461.51,84,3.51,71.27,23075.5
Recycled Plastic Fresh Produce Crate,Food Packaging,Recycled Plastic,820.6,885.64,62,3.41,78.29,44282
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,330.76,275.89,1,2.04,46.39,13794.5
Composite Engineered Application Unit,Textiles,Composite,188.3,609.61,85,0.45,4.54,30480.5
Natural Fiber Food Storage Container,Food Packaging,Natural Fiber,135.48,387.45,46,4.37,2.31,19372.5
Recycled Plastic Motor Support Frame,Home Appliances,Recycled Plastic,284.9,188.77,1,2.24,41.55,9438.5
Bioplastic Acoustic Dampening Board,Home Appliances,Bioplastic,799.46,370.2,31,1.25,19.37,18510
Composite Fresh Produce Crate,Food Packaging,Composite,201.4,710.05,44,3.71,53.01,35502.5
Plant-Based Dual-Layer Cosmetic Tube,Cosmetics,Plant-Based,24.29,483.85,68,1.92,80.59,24192.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,480.73,109.94,32,4.93,90.32,5497
Biopolymer Load-Bearing Partition Board,Construction,Biopolymer,476.28,532.5,75,0.82,86.77,26625
Recycled Plastic Motor Support Frame,Home Appliances,Recycled Plastic,256.45,784.09,82,4.4,53.14,39204.5
Bioplastic Disposable Serving Bowl,Food Packaging,Bioplastic,543.55,94.49,33,1.28,34.54,4724.5
Bioplastic Engineered Application Unit,Furniture,Bioplastic,750,369.56,63,0.99,58.26,18478
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,553.9,125.98,7,4.33,62.18,6299
Bioplastic Engineered Application Unit,Automotive,Bioplastic,735.75,653.33,23,1.22,7,32666.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,482.43,990.37,95,1.27,83.75,49518.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,772.64,375.17,25,0.17,11.82,18758.5
Natural Fiber Toothpaste Laminate Tube,Cosmetics,Natural Fiber,789.7,837.38,46,1.98,15.19,41869
Bioplastic Engineered Application Unit,Automotive,Bioplastic,162.5,671.48,65,3.07,24.27,33574
Bio-Composite Engineered Application Unit,Furniture,Bio-Composite,473.65,237.34,37,0.12,91.73,11867
Agro-Waste Fiber Engineered Application Unit,Textiles,Agro-Waste Fiber,275.07,225.39,99,4.28,63.23,11269.5
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,229.78,862.33,75,2.91,50.78,43116.5
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,755.62,866.43,8,4.61,62.8,43321.5
Recycled Fiber Acoustic Dampening Board,Home Appliances,Recycled Fiber,790.84,589.02,50,2.37,32.81,29451
Plant-Based Printed Ointment Tube,Cosmetics,Plant-Based,364.85,823.53,76,4.99,78.69,41176.5
Bioplastic Medical Dose Dispenser,Healthcare,Bioplastic,247.03,268.02,82,3.31,60.7,13401
Bioplastic Appliance Housing Panel,Home Appliances,Bioplastic,426.03,281.84,48,4.05,76.16,14092
Natural Fiber Thermal Insulation Insert,Home Appliances,Natural Fiber,665.19,751.07,88,1.36,42.05,37553.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,751.3,772.15,86,3.07,36.69,38607.5
Composite Exterior Cladding Panel,Construction,Composite,202.45,669.32,85,3.57,53.94,33466
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,769.27,85.75,63,2.65,98.82,4287.5
Bioplastic Engineered Application Unit,Toys,Bioplastic,733.9,897.99,34,3.61,36.88,44899.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,194.65,539.94,11,3.83,33.1,26997
Bioplastic Engineered Application Unit,Textiles,Bioplastic,453.25,387.41,66,1.86,0.36,19370.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,703.73,700.78,30,1.9,61.64,35039
Plant-Based Engineered Application Unit,Furniture,Plant-Based,375.11,505.53,57,4.5,24.4,25276.5
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,257.91,126.8,8,1.52,32.81,6340
Composite Eco Cutlery Set,Food Packaging,Composite,395.66,887.18,18,3.85,35.79,44359
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,721.41,352.05,60,4.08,38.82,17602.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,507.87,208.72,55,1.48,44.14,10436
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,57.62,873.97,86,3.03,17.87,43698.5
Plant-Based Engineered Application Unit,Electronics,Plant-Based,131.99,9.1,63,1.82,27.07,455
Natural Fiber Fresh Produce Crate,Food Packaging,Natural Fiber,542.03,930.31,72,2.36,82.65,46515.5
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,381.37,256.05,85,2.31,94.05,12802.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,703.67,136.45,42,3.83,93.58,6822.5
Biopolymer Food Storage Container,Food Packaging,Biopolymer,461.1,7.51,98,1.79,67.31,375.5
Recycled Metal High-Gloss Skincare Tube,Cosmetics,Recycled Metal,245.67,11.79,57,2.22,55.68,589.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,523.94,857.01,80,2.4,26.64,42850.5
Composite Engineered Application Unit,Toys,Composite,853.22,363.1,51,0.3,26.54,18155
Composite Engineered Application Unit,Toys,Composite,161.81,651.55,10,4.61,4.64,32577.5
Composite Compostable Meal Tray,Food Packaging,Composite,309.01,27.69,7,0.42,22.92,1384.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,794.88,825.36,75,1.2,76.92,41268
Bioplastic Takeaway Clamshell Box,Food Packaging,Bioplastic,437.82,761.17,16,4.77,78.36,38058.5
Bioplastic Diagnostic Cartridge,Healthcare,Bioplastic,178.51,560.66,15,1.87,65.96,28033
Recycled Metal Reinforced Roofing Sheet,Construction,Recycled Metal,297.78,658.47,44,3.63,35.96,32923.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,711.64,141.01,39,4.75,89.11,7050.5
Bioplastic Compostable Meal Tray,Food Packaging,Bioplastic,289.97,408.98,81,3.02,54.79,20449
Biopolymer Surgical Instrument Tray,Healthcare,Biopolymer,834.05,538.34,32,0.31,6.94,26917
Biopolymer Engineered Application Unit,Textiles,Biopolymer,7.67,913.68,52,3.3,33.32,45684
Recycled Fiber Acoustic Dampening Board,Home Appliances,Recycled Fiber,348.66,573.16,83,1.55,83.39,28658
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,150.08,57.88,18,1.41,28.23,2894
Composite Modular Decking Board,Construction,Composite,603.79,221.74,0,1.38,23.91,11087
Recycled Plastic Structural Wall Panel,Construction,Recycled Plastic,796.23,775.26,16,4.31,96.88,38763
Bio-Composite Engineered Application Unit,Textiles,Bio-Composite,585.78,677.44,94,4.34,78.14,33872
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,412.33,324.81,65,2.37,88.15,16240.5
Agro-Waste Fiber Engineered Application Unit,Toys,Agro-Waste Fiber,813.21,661.01,100,0.29,60.46,33050.5
Recycled Plastic Specimen Collection Container,Healthcare,Recycled Plastic,620.4,25.28,21,0.67,20.02,1264
Biopolymer Dual-Layer Cosmetic Tube,Cosmetics,Biopolymer,47.77,441.04,48,2.97,60.63,22052
Biopolymer Engineered Application Unit,Electronics,Biopolymer,181.33,347.17,68,3.96,45.11,17358.5
Plant-Based Laminated Lotion Tube,Cosmetics,Plant-Based,106.13,384.61,53,1.66,33.88,19230.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,676.69,786.07,84,4.64,85.39,39303.5
Biopolymer Acoustic Dampening Board,Home Appliances,Biopolymer,747.37,73.49,45,3.64,96.09,3674.5
Composite Rear Casing Structure,Home Appliances,Composite,365.05,30.16,8,4.51,69.54,1508
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,855.94,109.4,33,2.48,42.63,5470
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,641.58,647.44,25,4.41,25.46,32372
Composite Engineered Application Unit,Toys,Composite,27.12,523.68,12,4.97,65.21,26184
Recycled Metal Motor Support Frame,Home Appliances,Recycled Metal,546.41,412.88,1,0.89,69.24,20644
Bioplastic Engineered Application Unit,Automotive,Bioplastic,877.62,613.85,10,4.98,52.83,30692.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,756.21,153.61,30,4.89,98.55,7680.5
Recycled Metal Internal Support Chassis,Home Appliances,Recycled Metal,843.11,498.55,28,1.55,35.49,24927.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,639.25,182.73,20,3.35,7.09,9136.5
Recycled Plastic Laminated Lotion Tube,Cosmetics,Recycled Plastic,300.74,22.71,36,3.24,6.27,1135.5
Composite Engineered Application Unit,Textiles,Composite,868.3,27.51,54,2.94,81.58,1375.5
Composite Toothpaste Laminate Tube,Cosmetics,Composite,33.76,8.47,14,4.6,56.14,423.5
Recycled Metal Specimen Collection Container,Healthcare,Recycled Metal,434.39,49.64,1,1.31,24.59,2482
Recycled Metal Internal Support Chassis,Home Appliances,Recycled Metal,168.42,725.37,56,0.6,13.3,36268.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,126.6,50.3,51,3,29.49,2515
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,815.05,444.2,43,1.76,36.2,22210
Composite Engineered Application Unit,Furniture,Composite,283.53,713.55,64,3.07,53.02,35677.5
Plant-Based Engineered Application Unit,Textiles,Plant-Based,469.17,685.74,40,3.94,67.28,34287
Bioplastic Rear Casing Structure,Home Appliances,Bioplastic,448.2,719.8,13,1.2,33.61,35990
Biopolymer Dual-Layer Cosmetic Tube,Cosmetics,Biopolymer,202.13,454.91,55,0.87,76.36,22745.5
Agro-Waste Fiber Engineered Application Unit,Electronics,Agro-Waste Fiber,64.23,485.89,8,2.72,86.08,24294.5
Bio-Composite Surgical Instrument Tray,Healthcare,Bio-Composite,441.98,683.15,4,2.4,68.46,34157.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,825.75,411.38,47,4.86,85.12,20569
Bioplastic Acoustic Dampening Board,Home Appliances,Bioplastic,284.72,964.21,8,3.4,19.57,48210.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,137.9,256.04,77,4.01,35.7,12802
Bioplastic Modular Decking Board,Construction,Bioplastic,842.54,843.28,95,2.05,12.03,42164
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,265.08,978.45,29,3.07,81.8,48922.5
Composite Surgical Instrument Tray,Healthcare,Composite,85.14,279.39,99,4.01,93.34,13969.5
Recycled Fiber IV Fluid Connector,Healthcare,Recycled Fiber,72.87,382.32,34,4.75,94.37,19116
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,733.9,686.17,74,2.57,75.77,34308.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,260.65,267.87,8,1.82,86.78,13393.5
Recycled Plastic Modular Decking Board,Construction,Recycled Plastic,84.8,337.51,62,4.41,9.51,16875.5
Recycled Metal Appliance Housing Panel,Home Appliances,Recycled Metal,374.4,766.58,94,0.41,29.87,38329
Recycled Plastic Thermal Insulation Insert,Home Appliances,Recycled Plastic,10.15,697.15,45,4.08,76.67,34857.5
Composite Motor Support Frame,Home Appliances,Composite,707.65,462.43,36,0.78,48.68,23121.5
Biopolymer Disposable Serving Bowl,Food Packaging,Biopolymer,224.6,172.27,27,0.7,13.88,8613.5
Composite Reinforced Roofing Sheet,Construction,Composite,167.12,530.83,70,4.41,46,26541.5
Bioplastic Modular Decking Board,Construction,Bioplastic,561.8,379.88,27,4.1,64.69,18994
Natural Fiber Engineered Application Unit,Electronics,Natural Fiber,154.9,632.56,95,0.84,36.71,31628
Recycled Plastic Laminated Lotion Tube,Cosmetics,Recycled Plastic,113.29,407.81,70,1.29,57.29,20390.5
Recycled Metal High-Gloss Skincare Tube,Cosmetics,Recycled Metal,424.3,668.96,94,1.45,52.3,33448
Recycled Plastic Exterior Cladding Panel,Construction,Recycled Plastic,458.6,319.6,64,0.91,31.47,15980
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,660.29,739.69,99,4.91,69.22,36984.5
Bio-Composite Engineered Application Unit,Toys,Bio-Composite,341.02,284.46,37,4.61,28.72,14223
Composite Barrier Cream Tube,Cosmetics,Composite,140.23,353.76,74,2.09,90.63,17688
Recycled Fiber Food Storage Container,Food Packaging,Recycled Fiber,681.42,981.5,86,2.3,53.11,49075
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,810.56,553.89,76,2.23,51.63,27694.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,87.95,745.04,6,2.47,51.53,37252
Composite Printed Ointment Tube,Cosmetics,Composite,2.23,617.8,44,1.78,95.76,30890
Biopolymer Engineered Application Unit,Automotive,Biopolymer,189.31,43.07,27,2.29,53.03,2153.5
Recycled Fiber Sterile Injection Syringe,Healthcare,Recycled Fiber,489.97,181.07,76,2.82,27.02,9053.5
Composite Surgical Instrument Tray,Healthcare,Composite,843.71,17.71,83,1.97,52.25,885.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,263.07,324.65,85,4.35,59.89,16232.5
Biopolymer Engineered Application Unit,Textiles,Biopolymer,687.55,957.04,69,4.91,31.18,47852
Natural Fiber Fresh Produce Crate,Food Packaging,Natural Fiber,168.45,406.29,76,4.49,55.99,20314.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,263.67,743.92,39,1.83,33.11,37196
Recycled Metal Barrier Cream Tube,Cosmetics,Recycled Metal,320.99,46.68,99,2.98,37.71,2334
Composite Food Storage Container,Food Packaging,Composite,79.19,472.3,55,1.97,12.07,23615
Plant-Based High-Gloss Skincare Tube,Cosmetics,Plant-Based,891.33,826.7,95,3.23,13.68,41335
Natural Fiber Exterior Cladding Panel,Construction,Natural Fiber,131.27,107.7,77,2.08,98.4,5385
Biopolymer Printed Ointment Tube,Cosmetics,Biopolymer,164.93,530.07,91,2.32,71.17,26503.5
Recycled Fiber Dual-Layer Cosmetic Tube,Cosmetics,Recycled Fiber,843.5,894.62,14,2.09,20.8,44731
Biopolymer Barrier Cream Tube,Cosmetics,Biopolymer,491.49,796,42,3.93,21.88,39800
Bioplastic Engineered Application Unit,Automotive,Bioplastic,784.29,57.71,99,0.94,58.93,2885.5
Recycled Metal Motor Support Frame,Home Appliances,Recycled Metal,158.35,681.3,81,0.64,91.25,34065
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,606.21,548.26,86,4.46,0.32,27413
Recycled Metal Printed Ointment Tube,Cosmetics,Recycled Metal,254.62,540.59,12,2.52,48.48,27029.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,315.57,790.4,42,2.31,55.87,39520
Bio-Composite Appliance Housing Panel,Home Appliances,Bio-Composite,3.47,368.87,53,4.35,74.58,18443.5
Recycled Plastic Food Storage Container,Food Packaging,Recycled Plastic,76.94,742.25,98,1.13,92.51,37112.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,49.52,866.09,90,4.1,46.53,43304.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,826.64,790.2,72,4.24,11.67,39510
Recycled Metal Printed Ointment Tube,Cosmetics,Recycled Metal,33.47,610.5,50,3.54,20.87,30525
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,365.63,337.82,84,1.69,53.39,16891
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,588.21,206.89,84,1.55,99.71,10344.5
Biopolymer Engineered Application Unit,Toys,Biopolymer,858.82,940.83,11,0.76,14.51,47041.5
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,685.99,957.1,64,2.12,68.35,47855
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,206.7,997.98,83,2.63,46.61,49899
Plant-Based Rear Casing Structure,Home Appliances,Plant-Based,794.1,690.16,55,4.76,64.6,34508
Bioplastic Modular Decking Board,Construction,Bioplastic,610.13,107.37,78,4.45,24.09,5368.5
Composite Engineered Application Unit,Electronics,Composite,709.74,677.33,36,2.86,6.94,33866.5
Plant-Based Load-Bearing Partition Board,Construction,Plant-Based,536.66,18.55,36,4.67,30.4,927.5
Bioplastic IV Fluid Connector,Healthcare,Bioplastic,845.9,253.88,40,1.22,43.02,12694
Natural Fiber Acoustic Dampening Board,Home Appliances,Natural Fiber,784.3,73.26,57,4.82,1.48,3663
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,801.69,377.96,85,4.18,67.17,18898
Plant-Based Modular Decking Board,Construction,Plant-Based,159.17,918.46,80,1.75,4.49,45923
Recycled Fiber Barrier Cream Tube,Cosmetics,Recycled Fiber,623.3,819.81,15,4.17,14.75,40990.5
Composite Engineered Application Unit,Electronics,Composite,493.35,712.68,77,3.94,65.28,35634
Bioplastic Engineered Application Unit,Furniture,Bioplastic,390.82,116.55,45,2.34,50.75,5827.5
Bioplastic Disposable Serving Bowl,Food Packaging,Bioplastic,95.28,38.7,79,2.72,33.22,1935
Biopolymer Printed Ointment Tube,Cosmetics,Biopolymer,394.07,957.91,100,4.72,69.67,47895.5
Plant-Based Engineered Application Unit,Furniture,Plant-Based,213.92,325.71,42,1.73,39.35,16285.5
Recycled Metal Compostable Meal Tray,Food Packaging,Recycled Metal,417.88,305.18,85,1.49,62.91,15259
Recycled Fiber Laminated Lotion Tube,Cosmetics,Recycled Fiber,526.19,635.66,65,4.15,83.59,31783
Bio-Composite Thermal Insulation Slab,Construction,Bio-Composite,746.79,162.06,98,0.47,64.1,8103
Plant-Based Engineered Application Unit,Furniture,Plant-Based,733.99,753.86,68,3.88,51.74,37693
Bioplastic Rear Casing Structure,Home Appliances,Bioplastic,351.01,594.9,93,1,21.45,29745
Bioplastic Internal Support Chassis,Home Appliances,Bioplastic,260.74,975.46,40,0.45,8.7,48773
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,594.17,262.81,1,3.51,94.47,13140.5
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,285.58,337.11,35,0.53,97.06,16855.5
Recycled Metal Takeaway Clamshell Box,Food Packaging,Recycled Metal,356.16,901.68,13,1.75,71.6,45084
